,REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",COORDINATE,Expense,Family type,Age of older adult,Family income,Income
7361,2015,Province 8,Lowest quintile,Total expenditure,C732,38929.0,Couple families,0 to 24 years,All income groups,470.0
7363,2015,Province 8,Lowest quintile,Food purchased from restaurants,C734,2003.0,Couple families,0 to 24 years,"$10,000 and over",440.0
7364,2015,Province 8,Lowest quintile,Shelter,C735,12373.0,Couple families,0 to 24 years,"$15,000 and over",410.0
7365,2015,Province 8,Lowest quintile,Principal accommodation,C736,11707.0,Couple families,0 to 24 years,"$20,000 and over",380.0
7366,2015,Province 8,Lowest quintile,Rented living quarters,C737,6331.0,Couple families,0 to 24 years,"$25,000 and over",350.0
7370,2015,Province 8,Lowest quintile,Household operations,C741,2349.0,Couple families,0 to 24 years,"$45,000 and over",190.0
7371,2015,Province 8,Lowest quintile,Communications,C742,1528.0,Couple families,0 to 24 years,"$50,000 and over",160.0
7372,2015,Province 8,Lowest quintile,Household furnishings and equipment,C743,1031.0,Couple families,0 to 24 years,"$60,000 and over",110.0
7375,2015,Province 8,Lowest quintile,Household appliances,C746,,Couple families,0 to 24 years,"$80,000 and over",50.0
7377,2015,Province 8,Lowest quintile,Transportation,C748,5988.0,Couple families,0 to 24 years,Median total income,39720.0
7379,2015,Province 8,Second quintile,Food purchased from stores,C750,4723.0,Couple families,25 to 34 years,"Under $10,000",70.0
7380,2015,Province 8,Second quintile,Food purchased from restaurants,C751,1963.0,Couple families,25 to 34 years,"$10,000 and over",3330.0
7382,2015,Province 8,Second quintile,Principal accommodation,C753,14963.0,Couple families,25 to 34 years,"$20,000 and over",3260.0
7383,2015,Province 8,Second quintile,Rented living quarters,C754,5459.0,Couple families,25 to 34 years,"$25,000 and over",3200.0
7384,2015,Province 8,Second quintile,Owned living quarters,C755,7325.0,Couple families,25 to 34 years,"$30,000 and over",3130.0
7387,2015,Province 8,Second quintile,Household operations,C758,3689.0,Couple families,25 to 34 years,"$45,000 and over",2810.0
7390,2015,Province 8,Second quintile,Household furnishings,C761,874.0,Couple families,25 to 34 years,"$70,000 and over",2090.0
7395,2015,Province 8,Third quintile,Total expenditure,C766,70948.0,Couple families,35 to 44 years,All income groups,5260.0
7397,2015,Province 8,Third quintile,Food purchased from restaurants,C768,2031.0,Couple families,35 to 44 years,"$10,000 and over",5180.0
7401,2015,Province 8,Third quintile,Owned living quarters,C772,9414.0,Couple families,35 to 44 years,"$30,000 and over",4980.0
7404,2015,Province 8,Third quintile,Household operations,C775,3909.0,Couple families,35 to 44 years,"$45,000 and over",4690.0
7406,2015,Province 8,Third quintile,Household furnishings and equipment,C777,1995.0,Couple families,35 to 44 years,"$60,000 and over",4270.0
7408,2015,Province 8,Third quintile,Household equipment,C779,927.0,Couple families,35 to 44 years,"$75,000 and over",3760.0
7409,2015,Province 8,Third quintile,Household appliances,C780,379.0,Couple families,35 to 44 years,"$80,000 and over",3560.0
7410,2015,Province 8,Third quintile,Clothing and accessories,C781,3393.0,Couple families,35 to 44 years,"$90,000 and over",3210.0
7411,2015,Province 8,Third quintile,Transportation,C782,11453.0,Couple families,35 to 44 years,Median total income,105560.0
7413,2015,Province 8,Fourth quintile,Food purchased from stores,C784,6310.0,Couple families,45 to 54 years,"Under $10,000",80.0
7414,2015,Province 8,Fourth quintile,Food purchased from restaurants,C785,2859.0,Couple families,45 to 54 years,"$10,000 and over",6230.0
7415,2015,Province 8,Fourth quintile,Shelter,C786,21579.0,Couple families,45 to 54 years,"$15,000 and over",6180.0
7417,2015,Province 8,Fourth quintile,Rented living quarters,C788,2663.0,Couple families,45 to 54 years,"$25,000 and over",6060.0
7418,2015,Province 8,Fourth quintile,Owned living quarters,C789,13672.0,Couple families,45 to 54 years,"$30,000 and over",5980.0
7420,2015,Province 8,Fourth quintile,Other accommodation,C791,2088.0,Couple families,45 to 54 years,"$40,000 and over",5760.0
7421,2015,Province 8,Fourth quintile,Household operations,C792,5530.0,Couple families,45 to 54 years,"$45,000 and over",5650.0
7423,2015,Province 8,Fourth quintile,Household furnishings and equipment,C794,2404.0,Couple families,45 to 54 years,"$60,000 and over",5250.0
7424,2015,Province 8,Fourth quintile,Household furnishings,C795,1071.0,Couple families,45 to 54 years,"$70,000 and over",4950.0
7425,2015,Province 8,Fourth quintile,Household equipment,C796,1104.0,Couple families,45 to 54 years,"$75,000 and over",4790.0
7426,2015,Province 8,Fourth quintile,Household appliances,C797,394.0,Couple families,45 to 54 years,"$80,000 and over",4590.0
7427,2015,Province 8,Fourth quintile,Clothing and accessories,C798,4185.0,Couple families,45 to 54 years,"$90,000 and over",4200.0
7430,2015,Province 8,Highest quintile,Food purchased from stores,C801,8490.0,Couple families,55 to 64 years,"Under $10,000",60.0
7435,2015,Province 8,Highest quintile,Owned living quarters,C806,18549.0,Couple families,55 to 64 years,"$30,000 and over",6390.0
7437,2015,Province 8,Highest quintile,Other accommodation,C808,4001.0,Couple families,55 to 64 years,"$40,000 and over",6110.0
7438,2015,Province 8,Highest quintile,Household operations,C809,8441.0,Couple families,55 to 64 years,"$45,000 and over",5900.0
7440,2015,Province 8,Highest quintile,Household furnishings and equipment,C811,3478.0,Couple families,55 to 64 years,"$60,000 and over",5190.0
7441,2015,Province 8,Highest quintile,Household furnishings,C812,1466.0,Couple families,55 to 64 years,"$70,000 and over",4720.0
7442,2015,Province 8,Highest quintile,Household equipment,C813,1685.0,Couple families,55 to 64 years,"$75,000 and over",4460.0
7443,2015,Province 8,Highest quintile,Household appliances,C814,840.0,Couple families,55 to 64 years,"$80,000 and over",4210.0
7444,2015,Province 8,Highest quintile,Clothing and accessories,C815,6297.0,Couple families,55 to 64 years,"$90,000 and over",3710.0
7445,2015,Province 8,Highest quintile,Transportation,C816,19565.0,Couple families,55 to 64 years,Median total income,95210.0
7447,2015,Province 9,All quintiles,Food purchased from stores,C818,6709.0,Couple families,Total all ages,"Under $10,000",23210.0
7448,2015,Province 9,All quintiles,Food purchased from restaurants,C819,2856.0,Couple families,Total all ages,"$10,000 and over",1912920.0
7451,2015,Province 9,All quintiles,Rented living quarters,C822,3808.0,Couple families,Total all ages,"$25,000 and over",1845670.0
7453,2015,Province 9,All quintiles,"Water, fuel and electricity for principal accommodation",C824,2961.0,Couple families,Total all ages,"$35,000 and over",1712570.0
7456,2015,Province 9,All quintiles,Communications,C827,2551.0,Couple families,Total all ages,"$50,000 and over",1472040.0
7458,2015,Province 9,All quintiles,Household furnishings,C829,1206.0,Couple families,Total all ages,"$70,000 and over",1149350.0
7459,2015,Province 9,All quintiles,Household equipment,C830,1365.0,Couple families,Total all ages,"$75,000 and over",1070730.0
7460,2015,Province 9,All quintiles,Household appliances,C831,590.0,Couple families,Total all ages,"$80,000 and over",993990.0
7462,2015,Province 9,All quintiles,Transportation,C833,15523.0,Couple families,Total all ages,Median total income,81720.0
7464,2015,Province 9,Lowest quintile,Food purchased from stores,C835,4074.0,Couple families,0 to 24 years,"Under $10,000",1510.0
7469,2015,Province 9,Lowest quintile,Owned living quarters,C840,3556.0,Couple families,0 to 24 years,"$30,000 and over",20280.0
7471,2015,Province 9,Lowest quintile,Other accommodation,C842,726.0,Couple families,0 to 24 years,"$40,000 and over",15390.0
7472,2015,Province 9,Lowest quintile,Household operations,C843,2637.0,Couple families,0 to 24 years,"$45,000 and over",12960.0
7473,2015,Province 9,Lowest quintile,Communications,C844,1496.0,Couple families,0 to 24 years,"$50,000 and over",10820.0
7475,2015,Province 9,Lowest quintile,Household furnishings,C846,546.0,Couple families,0 to 24 years,"$70,000 and over",4610.0
7476,2015,Province 9,Lowest quintile,Household equipment,C847,581.0,Couple families,0 to 24 years,"$75,000 and over",3610.0
7477,2015,Province 9,Lowest quintile,Household appliances,C848,246.0,Couple families,0 to 24 years,"$80,000 and over",2800.0
7478,2015,Province 9,Lowest quintile,Clothing and accessories,C849,1810.0,Couple families,0 to 24 years,"$90,000 and over",1650.0
7479,2015,Province 9,Lowest quintile,Transportation,C850,6073.0,Couple families,0 to 24 years,Median total income,40750.0
7480,2015,Province 9,Second quintile,Total expenditure,C851,61603.0,Couple families,25 to 34 years,All income groups,249430.0
7481,2015,Province 9,Second quintile,Food purchased from stores,C852,5662.0,Couple families,25 to 34 years,"Under $10,000",5080.0
7482,2015,Province 9,Second quintile,Food purchased from restaurants,C853,2085.0,Couple families,25 to 34 years,"$10,000 and over",244350.0
7485,2015,Province 9,Second quintile,Rented living quarters,C856,4487.0,Couple families,25 to 34 years,"$25,000 and over",230930.0
7489,2015,Province 9,Second quintile,Household operations,C860,3858.0,Couple families,25 to 34 years,"$45,000 and over",201680.0
7490,2015,Province 9,Second quintile,Communications,C861,2051.0,Couple families,25 to 34 years,"$50,000 and over",191510.0
7492,2015,Province 9,Second quintile,Household furnishings,C863,607.0,Couple families,25 to 34 years,"$70,000 and over",143530.0
7493,2015,Province 9,Second quintile,Household equipment,C864,1207.0,Couple families,25 to 34 years,"$75,000 and over",130730.0
7496,2015,Province 9,Second quintile,Transportation,C867,9753.0,Couple families,25 to 34 years,Median total income,77390.0
7497,2015,Province 9,Third quintile,Total expenditure,C868,86555.0,Couple families,35 to 44 years,All income groups,375260.0
7498,2015,Province 9,Third quintile,Food purchased from stores,C869,6667.0,Couple families,35 to 44 years,"Under $10,000",6530.0
7499,2015,Province 9,Third quintile,Food purchased from restaurants,C870,2669.0,Couple families,35 to 44 years,"$10,000 and over",368730.0
7501,2015,Province 9,Third quintile,Principal accommodation,C872,17423.0,Couple families,35 to 44 years,"$20,000 and over",360390.0
7503,2015,Province 9,Third quintile,Owned living quarters,C874,10452.0,Couple families,35 to 44 years,"$30,000 and over",348620.0
7505,2015,Province 9,Third quintile,Other accommodation,C876,1508.0,Couple families,35 to 44 years,"$40,000 and over",333640.0
7506,2015,Province 9,Third quintile,Household operations,C877,4602.0,Couple families,35 to 44 years,"$45,000 and over",324660.0
7508,2015,Province 9,Third quintile,Household furnishings and equipment,C879,2362.0,Couple families,35 to 44 years,"$60,000 and over",290130.0
7511,2015,Province 9,Third quintile,Household appliances,C882,452.0,Couple families,35 to 44 years,"$80,000 and over",234770.0
7513,2015,Province 9,Third quintile,Transportation,C884,14937.0,Couple families,35 to 44 years,Median total income,95660.0
7515,2015,Province 9,Fourth quintile,Food purchased from stores,C886,7916.0,Couple families,45 to 54 years,"Under $10,000",4630.0
7517,2015,Province 9,Fourth quintile,Shelter,C888,22919.0,Couple families,45 to 54 years,"$15,000 and over",373440.0
7518,2015,Province 9,Fourth quintile,Principal accommodation,C889,20661.0,Couple families,45 to 54 years,"$20,000 and over",369730.0
7520,2015,Province 9,Fourth quintile,Owned living quarters,C891,14505.0,Couple families,45 to 54 years,"$30,000 and over",359810.0
7521,2015,Province 9,Fourth quintile,"Water, fuel and electricity for principal accommodation",C892,3514.0,Couple families,45 to 54 years,"$35,000 and over",353610.0
7522,2015,Province 9,Fourth quintile,Other accommodation,C893,2257.0,Couple families,45 to 54 years,"$40,000 and over",346370.0
7524,2015,Province 9,Fourth quintile,Communications,C895,3039.0,Couple families,45 to 54 years,"$50,000 and over",328300.0
7529,2015,Province 9,Fourth quintile,Clothing and accessories,C900,5094.0,Couple families,45 to 54 years,"$90,000 and over",231100.0
7530,2015,Province 9,Fourth quintile,Transportation,C901,19689.0,Couple families,45 to 54 years,Median total income,105840.0
7531,2015,Province 9,Highest quintile,Total expenditure,C902,192909.0,Couple families,55 to 64 years,All income groups,415690.0
7532,2015,Province 9,Highest quintile,Food purchased from stores,C903,9311.0,Couple families,55 to 64 years,"Under $10,000",3620.0
7533,2015,Province 9,Highest quintile,Food purchased from restaurants,C904,4450.0,Couple families,55 to 64 years,"$10,000 and over",412070.0
7534,2015,Province 9,Highest quintile,Shelter,C905,28988.0,Couple families,55 to 64 years,"$15,000 and over",409000.0
7535,2015,Province 9,Highest quintile,Principal accommodation,C906,23601.0,Couple families,55 to 64 years,"$20,000 and over",402570.0
7536,2015,Province 9,Highest quintile,Rented living quarters,C907,1847.0,Couple families,55 to 64 years,"$25,000 and over",396390.0
7537,2015,Province 9,Highest quintile,Owned living quarters,C908,17627.0,Couple families,55 to 64 years,"$30,000 and over",389230.0
7538,2015,Province 9,Highest quintile,"Water, fuel and electricity for principal accommodation",C909,4127.0,Couple families,55 to 64 years,"$35,000 and over",380390.0
7542,2015,Province 9,Highest quintile,Household furnishings and equipment,C913,4843.0,Couple families,55 to 64 years,"$60,000 and over",310550.0
7543,2015,Province 9,Highest quintile,Household furnishings,C914,2591.0,Couple families,55 to 64 years,"$70,000 and over",276470.0
7545,2015,Province 9,Highest quintile,Household appliances,C916,864.0,Couple families,55 to 64 years,"$80,000 and over",241580.0
7546,2015,Province 9,Highest quintile,Clothing and accessories,C917,6614.0,Couple families,55 to 64 years,"$90,000 and over",208700.0
7549,2015,Province 10,All quintiles,Food purchased from stores,C920,6108.0,Couple families,Total all ages,"Under $10,000",160.0
7550,2015,Province 10,All quintiles,Food purchased from restaurants,C921,2358.0,Couple families,Total all ages,"$10,000 and over",40260.0
7551,2015,Province 10,All quintiles,Shelter,C922,14760.0,Couple families,Total all ages,"$15,000 and over",40110.0
7552,2015,Province 10,All quintiles,Principal accommodation,C923,13346.0,Couple families,Total all ages,"$20,000 and over",39750.0
